AssociationCaCode,ScientificName,Provisional,ClassifLevel,DateAddedToMCV
41.660.01,Poa secunda – (Elymus sp.) – Clarkia cylindrica,,Association,19-Mar-19
41.660.02,Poa secunda Shrub post-burn,Provisional,Association,19-Mar-19
41.660.03,Aristida purpurea,Provisional,Association,10-Oct-19
41.660.04,Elymus elymoides,Provisional,Association,09-Jun-20
42.002.01,Layia fremontii – Achyrachaena mollis,,Association,
42.002.02,Layia fremontii – Lasthenia californica – Achyrachaena mollis,,Association,
42.002.03,Layia fremontii – Leontodon saxatilis – Plagiobothrys greenei,,Association,
42.002.04,Plagiobothrys austiniae – Achyrachaena mollis,,Association,
42.003.01,Aegilops triuncialis – Hemizonia congesta,Provisional,Semi-natural Association,
42.004.01,Eryngium aristulatum var. aristulatum – (Lupinus bicolor),,Association,
42.004.02,Hemizonia congesta,,Association,30-Nov-16
42.005.01,Trifolium variegatum,,Association,
42.005.02,Trifolium gracilentum – Hesperevax caulescens,,Association,
42.005.03,Trifolium variegatum – Lolium perenne – Leontodon saxatilis,,Association,
42.005.04,Trifolium variegatum – Vulpia bromoides – (Hypochaeris glabra – Leontodon taraxacoides),,Association,
42.005.05,(Trifolium variegatum – Vulpia bromoides) – Hypochaeris glabra – Leontodon saxatilis,,Association,
42.005.06,Trifolium variegatum – Juncus bufonius,,Association,14-Nov-16
42.007.01,Downingia bicornuta,,Association,
42.007.02,"Downingia (bicornuta, cuspidata)",,Association,
42.007.03,Lasthenia fremontii – Downingia bicornuta,,Association,
42.007.04,Lasthenia fremontii – Downingia ornatissima,,Association,
42.007.05,Ranunculus bonariensis – Holocarpha virgata,,Association,
42.007.06,"Eryngium (vaseyi, castrense)",,Association,
42.007.07,Lasthenia fremontii,Provisional,Association,
42.007.08,Lasthenia californica – Downingia bicornuta,,Association,
42.007.09,Plagiobothrys stipitatus – Psilocarphus brevissimus,Provisional,Association,13-Oct-23
42.010.01,Ammophila arenaria – Erechtites minimus,,Semi-natural Association,
42.010.02,Ammophila arenaria,,Semi-natural Association,
42.010.03,Ammophila arenaria – Cardionema ramosissimum,,Semi-natural Association,
42.010.04,Ammophila arenaria – Lupinus variicolor,,Semi-natural Association,
42.011.01,Brassica nigra,,Semi-natural Association,
42.011.02,Brassica nigra – Bromus diandrus,,Semi-natural Association,
42.011.03,Brassica tournefortii / Ambrosia dumosa,,Semi-natural Association,
42.011.04,Raphanus sativus,,Semi-natural Association,
42.011.05,Hirschfeldia incana,Provisional,Semi-natural Association,06-Jul-16
42.011.06,Euphorbia terracina,Provisional,Semi-natural Association,09-May-16
42.011.07,Cynara cardunculus,Provisional,Semi-natural Association,06-Jul-16
42.012.01,Malcolmia africana,Provisional,Semi-natural Association,31-Jan-17
42.013.01,Carduus pycnocephalus – Silybum marianum,Provisional,Semi-natural Association,13-Feb-20
42.015.01,Salsola spp.,,Semi-natural Association,18-Mar-19
42.015.02,"Bassia (hyssopifolia, scoparia)",,Semi-natural Association,18-Mar-19
42.020.01,Bromus tectorum,,Semi-natural Association,
42.020.02,Bromus tectorum – Bromus diandrus,,Semi-natural Association,
42.020.03,Elymus caput-medusae,,Semi-natural Association,02-Oct-19
42.020.04,Ventenata dubia,Provisional,Semi-natural Association,02-Oct-19
42.024.01,"Bromus (madritensis, rubens) – Erodium cicutarium",,Semi-natural Association,
42.024.02,Bromus rubens – mixed herbs,,Semi-natural Association,
42.024.03,Schismus playa,,Semi-natural Association,
42.024.04,"Schismus (arabicus, barbatus)",Provisional,Semi-natural Association,09-Jan-17
42.024.05,Bromus rubens – Erodium cicutarium – Chaenactis spp.,,Semi-natural Association,14-Feb-17
42.026.02,Bromus hordeaceus – Vulpia myuros,,Semi-natural Association,
42.026.07,Bromus hordeaceus – Taeniatherum caput-medusae,,Semi-natural Association,
42.026.08,Bromus hordeaceus – Bromus tectorum,,Semi-natural Association,
42.026.09,Bromus hordeaceus – Erodium botrys,,Semi-natural Association,
42.026.10,Bromus hordeaceus – Dichelostemma multiflorum,,Semi-natural Association,
42.026.11,Bromus diandrus – Mixed herbs,,Semi-natural Association,
42.026.13,Bromus hordeaceus – Erodium botrys – Plagiobothrys fulvus,,Semi-natural Association,
42.026.14,Bromus hordeaceus – Holocarpha virgata – Taeniatherum caput-medusae,,Semi-natural Association,
42.026.15,Bromus hordeaceus – Holocarpha virgata – Lolium perenne,,Semi-natural Association,
42.026.16,Bromus hordeaceus – Limnanthes douglasii,,Semi-natural Association,
42.026.17,Bromus hordeaceus – Leontodon saxatilis,,Semi-natural Association,
42.026.18,Bromus hordeaceus – Lupinus nanus – Trifolium spp.,,Association,
42.026.19,Bromus hordeaceus – (Vicia villosa – Lolium perenne) – Trifolium hirtum,,Semi-natural Association,
42.026.20,Bromus hordeaceus – Aira caryophyllea,,Semi-natural Association,
42.026.21,Bromus diandrus,,Semi-natural Association,
42.026.22,Bromus diandrus – Avena spp.,,Semi-natural Association,
42.026.23,Bromus hordeaceus – Amsinckia menziesii – Hordeum murinum,,Semi-natural Association,
42.026.24,Brachypodium distachyon – Bromus diandrus / Quercus douglasii,,Semi-natural Association,
42.026.25,Bromus hordeaceus – Hordeum spp. – Medicago polymorpha,,Semi-natural Association,21-Nov-16
42.026.26,Hypochaeris glabra – Vulpia bromoides,,Semi-natural Association,14-Nov-16
42.027.01,Briza maxima,Provisional,Semi-natural Association,01-Dec-16
42.027.02,Atriplex semibaccata – Hordeum (murinum),,Semi-natural Association,13-Dec-16
42.030.01,Agropyron cristatum,,Semi-natural Association,02-Sep-20
42.030.02,Bromus inermis – (Pascopyrum smithii),,Semi-natural Association,09-Jan-20
42.035.01,Ehrharta calycina,Provisional,Semi-natural Association,03-Nov-25
42.040.03,Brachypodium distachyon,,Semi-natural Association,
42.040.04,Centaurea spp. – Brachypodium distachyon,,Semi-natural Association,
42.042.01,Centaurea melitensis,,Semi-natural Association,
42.042.02,Centaurea solstitialis,,Semi-natural Association,
42.044.01,Cynosurus echinatus – Bromus hordeaceus – Avena fatua,,Semi-natural Association,
42.044.02,Cynosurus echinatus – Bromus hordeaceus – Madia elegans,,Semi-natural Association,
42.044.03,Cynosurus echinatus – Bromus hordeaceus – Taraxacum officinale,,Semi-natural Association,
42.044.04,Cynosurus echinatus – Bromus hordeaceus – Taeniatherum caput-medusae,,Semi-natural Association,
42.044.05,Cynosurus echinatus – Lagophylla ramosissima,,Semi-natural Association,
42.044.06,Cynosurus echinatus – Linum bienne – Brodiaea elegans,,Semi-natural Association,30-Sep-11
42.044.07,Cynosurus echinatus – Arrhenatherum elatius / Dichelostemma capitatum,,Semi-natural Association,
42.044.08,Cynosurus echinatus – (Danthonia pilosa – Nassella manicata),Provisional,Semi-natural Association,01-Dec-16
42.050.08,Holcus lanatus,,Semi-natural Association,
42.050.09,Holcus lanatus – Anthoxanthum odoratum,,Semi-natural Association,
42.051.01,Phalaris aquatica – Bromus hordeaceus – Centaurea solstitialis,,Semi-natural Association,
42.051.02,Phalaris aquatica,,Semi-natural Association,
42.051.03,Phalaris aquatica – Avena barbata,Provisional,Semi-natural Association,
42.051.04,Phalaris arundinacea,Provisional,Semi-natural Association,17-Jan-17
42.051.05,"Thinopyrum (ponticum, intermedium)",Provisional,Semi-natural Association,08-May-20
42.052.01,Hordeum brachyantherum,,Association,
42.052.02,Hordeum brachyantherum – Polypogon monspeliensis,,Association,
42.052.03,Hordeum brachyantherum – Senecio triangularis,,Association,
42.052.04,Hordeum brachyantherum – Poa pratensis,,Association,
42.052.05,Hordeum brachyantherum Lowland,,Association,04-Nov-21
42.060.01,"Poa pratensis – Carex (nebrascensis, pellita)",,Semi-natural Association,
42.060.02,Poa pratensis – Potentilla gracilis,,Semi-natural Association,
42.060.04,Poa pratensis – Juncus patens – Luzula comosa,,Semi-natural Association,
42.060.05,Poa pratensis,,Semi-natural Association,
42.060.06,Poa pratensis ssp. agassizensis,,Semi-natural Association,
42.060.07,Poa pratensis ssp. pratensis,,Semi-natural Association,
42.062.01,Selaginella bigelovii / Eriogonum fasciculatum,,Association,
42.062.02,Selaginella wallacei / Lichen – Moss,Provisional,Association,13-Feb-20
42.062.03,Selaginella bigelovii – (Epilobium canum – Melica californica),Provisional,Association,22-Feb-24
42.070.01,"Cortaderia (jubata, selloana)",Provisional,Semi-natural Association,06-Mar-17
42.080.01,Arundo donax,,Semi-natural Association,
42.080.02,Arundo donax – Salix exigua,,Semi-natural Association,
42.085.01,Pennisetum setaceum,,Semi-natural Association,
42.095.01,Panicum urvilleanum,,Association,
42.100.01,Cirsium fontinale var. campylon – Carex serratodens – Hordeum brachyantherum,,Association,
42.100.02,Cirsium fontinale var. campylon – Hemizonia congesta ssp. luzulifolia,,Association,
42.100.03,Cirsium fontinale var. campylon – Mimulus guttatus – Stachys pycnantha,,Association,
42.100.04,Cirsium fontinale,,Association,13-Feb-20
42.110.01,Amsinckia menziesii – Erodium spp.,,Association,
42.110.02,Amsinckia menziesii – Vulpia bromoides – Plagiobothrys canescens,,Association,
42.110.03,"Amsinckia (intermedia, menziesii)",,Association,21-Nov-16
42.110.04,Phacelia tanacetifolia,,Association,21-Nov-16
42.110.05,Amsinckia tessellata – Erodium cicutarium,,Association,15-Feb-17
42.110.06,Phacelia ciliata,,Association,21-Nov-16
42.110.07,Astragalus didymocarpus – Lotus wrangelianus,,Association,24-Jan-17
42.110.08,Amblyopappus pusillus,Provisional,Association,10-Apr-18
42.110.09,Phacelia cicutaria,Provisional,Association,30-Nov-22
42.110.10,"Amsinckia (furcata, vernicosa)",Provisional,Association,13-Oct-23
42.110.11,"Eriogonum (angulosum, gracillimum) – Amsinckia tessellata",Provisional,Association,13-Oct-23
42.110.12,Croton setigerus – (Trichostema lanceolatum),Provisional,Association,13-Oct-23
42.110.13,"Salvia columbariae – Chaenactis (fremontii, stevioides)",Provisional,Association,13-Oct-23
42.110.14,Emmenanthe penduliflora,Provisional,Association,16-Oct-25
42.110.15,Eremalche parryi – Caulanthus inflatus,Provisional,Association,26-Nov-25
42.205.01,Artemisia douglasiana,,Association,22-Feb-17
42.205.02,Baccharis douglasii,Provisional,Association,06-Jul-22
42.205.05,Euthamia occidentalis,Provisional,Association,19-Sep-17
42.205.06,Ambrosia psilostachya,Provisional,Association,11-Jun-25
42.207.01,Xanthium strumarium,,Association,04-Jan-17
42.207.02,"Polygonum (amphibium, lapathifolium)",,Association,28-Feb-17
42.207.03,Helianthus annuus,Provisional,Association,03-Jan-17
42.207.04,Bidens frondosa,Provisional,Association,01-Dec-16
42.207.05,Alisma (triviale) – Echinodorus berteroi,Provisional,Association,13-Feb-20
42.207.06,Cyperus erythrorhizos – Gnaphalium palustre,Provisional,Association,06-Jul-22
42.207.07,Heliotropium curassavicum – (Verbena bracteata – Phyla nodiflora),,Association,03-Oct-25
42.207.08,Heterotheca grandiflora – Conyza canadensis,Provisional,Association,03-Nov-25
42.207.09,Paspalum distichum,Provisional,Association,03-Nov-25
42.220.01,Cynodon dactylon,Provisional,Semi-natural Association,07-Dec-16
42.220.02,"Crypsis (schoenoides, vaginiflora)",Provisional,Semi-natural Association,19-Jan-17
42.220.03,Echinochloa crus-galli,Provisional,Semi-natural Association,03-Nov-25
42.230.01,Heterotheca oregona,,Association,01-Dec-16
42.230.02,Heterotheca sessiliflora,Provisional,Association,19-Sep-17
42.240.01,Holocarpha virgata,,Association,21-Nov-16
42.240.02,Holocarpha heermannii,,Association,06-Jul-22
42.240.03,Blepharizonia plumosa,Provisional,Association,22-Feb-24
42.240.04,Deinandra lobbii,Provisional,Association,12-Jun-24
42.630.01,"Dudleya (blochmaniae ssp. insularis, gnoma) – Sparse Herb",Provisional,Association,30-Sep-16
42.630.02,Lichen Gravel – Bedrock Nonvascular Sparse,Provisional,Association,26-Jun-18
42.630.03,"Dudleya (caespitosa, farinosa, palmeri) / Lichen – Moss",,Association,13-Feb-20
42.630.04,Dudleya cymosa / Lichen – Moss,Provisional,Association,14-Dec-22
42.640.01,Streptanthus glandulosus – Dudleya abramsii / Lichen – Moss,,Association,13-Feb-20
42.640.02,Pinus jeffreyi – Pinus sabiniana Barren,Provisional,Association,05-Dec-16
42.640.03,Pinus coulteri – Pinus sabiniana Barren,Provisional,Association,05-Dec-16
42.640.04,"Allium falcifolium – Eriogonum luteolum – Streptanthus (batrachopus, morrisonii)",Provisional,Association,02-Mar-21
42.640.05,Allium falcifolium – Eriogonum dasyanthemum – Streptanthus breweri,Provisional,Association,14-Dec-22
42.640.06,Dudleya blochmaniae ssp. blochmaniae,Provisional,Association,31-Oct-25
43.000.01,Taraxia tanacetifolia – Iva axillaris,,Association,02-Oct-19
43.000.02,"Marsilea oligospora – Eleocharis (acicularis, bella)",,Association,29-Oct-21
43.000.03,Polygonum polygaloides – Downingia bacigalupii,,Association,29-Oct-21
43.100.01,Coreopsis gigantea – Artemisia californica – Eriogonum cinereum,,Association,
43.100.02,Coreopsis gigantea – Ericameria ericoides – Encelia californica,,Association,
43.100.03,Coreopsis gigantea – Lotus dendroideus,Provisional,Association,13-Dec-16
43.100.04,Coreopsis gigantea / (Dudleya greenei),,Association,13-Dec-16
43.100.05,Coreopsis gigantea – (Lycium californicum – Opuntia spp.),,Association,17-Apr-18
43.110.01,Deinandra clementina,,Association,14-Dec-16
43.110.02,Constancea nevinii,Provisional,Association,09-Apr-18
43.110.03,Eriogonum giganteum var. compactum,Provisional,Association,10-Apr-18
43.110.04,Eriogonum giganteum var. giganteum,Provisional,Association,10-Apr-18
43.120.01,Dudleya greenei,Provisional,Association,30-Sep-16
43.200.01,Eschscholzia californica,,Association,
43.200.02,Lupinus bicolor,,Association,02-Mar-17
43.200.03,Salvia carduacea,,Association,02-Mar-17
43.200.04,Lupinus benthamii – Chorizanthe membranacea,,Association,30-Nov-22
43.200.05,"Lupinus (formosus, microcarpus, succulentus)",,Association,13-Oct-23
43.300.01,Plagiobothrys nothofulvus – Daucus pusillus – Bromus hordeaceus,,Association,
43.300.02,Plagiobothrys nothofulvus – Castilleja exserta – (Lupinus nanus),Provisional,Association,21-Nov-16
43.300.03,Plagiobothrys nothofulvus – Daucus pusillus – Trifolium microcephalum,,Association,16-Nov-16
43.300.04,Madia elegans – Plagiobothrys nothofulvus,,Association,30-Nov-22
43.400.01,Sedum spathulifolium – Polypodium californicum / Lichen – Moss,Provisional,Association,13-Feb-20
43.410.01,Eriogonum luteolum – Streptanthus morrisonii,Provisional,Association,01-Dec-16
44.108.01,Lasthenia californica – Plantago erecta – Hesperevax sparsiflora,,Association,
44.108.02,Plantago erecta – Lolium perenne lichen-rocky,,Association,
44.108.03,"Vulpia microstachys – Plantago erecta – Calycadenia (truncata, multiglandulosa)",,Association,
44.108.04,Vulpia microstachys – Plantago erecta,,Association,
44.108.05,Vulpia microstachys – Mimulus guttatus – Pentagramma triangularis,,Association,
44.108.07,Vulpia microstachys – Selaginella hansenii – Lupinus spectabilis,,Association,
44.108.08,Vulpia microstachys – Elymus elymoides – Achnatherum lemmonii,,Association,
44.108.09,Vulpia microstachys – Navarretia tagetina,,Association,
44.108.10,Vulpia microstachys – Selaginella hansenii,,Association,
